1,26,1,1
2,26,1,2
3,26,1,3
4,26,1,4
5,26,1,5
6,26,1,6
7,26,1,7
8,26,1,8
9,26,1,9
10,26,1,10
11,26,1,11
12,26,2,12
13,26,2,1
14,26,2,2
15,26,2,3
16,26,2,4
17,26,2,5
18,26,2,6
19,26,2,7
20,26,2,8
21,26,2,9
22,26,2,10
23,26,2,11
24,26,3,12
25,26,3,1
26,26,3,2
27,26,3,3
28,26,3,4
29,26,3,5
30,26,3,6
31,26,3,7
32,26,3,8
33,26,3,9
34,26,3,10
35,26,3,11
36,26,4,12
37,26,4,1
38,26,4,2
39,26,4,3
40,26,4,4
41,26,4,5
42,26,4,6
43,26,4,7
44,26,4,8
45,26,4,9
46,26,4,10
47,26,4,11
48,26,5,12
49,26,5,1
50,26,5,2
51,26,5,3
52,26,5,4
53,26,5,5
54,26,5,6
55,26,5,7
56,26,5,8
57,26,5,9
58,26,5,10
59,26,5,11
60,26,6,12
61,26,6,1
62,26,6,2
63,26,6,3
64,26,6,4
65,26,6,5
66,26,6,6
67,26,6,7
68,26,6,8
69,26,6,9
70,26,6,10
71,26,6,11
72,26,7,12
73,26,7,1
74,26,7,2
75,26,7,3
76,26,7,4
77,26,7,5
78,26,7,6
79,26,7,7
80,26,7,8
81,26,7,9
82,26,7,10
83,26,7,11
84,26,8,12
85,26,8,1
86,26,8,2
87,26,8,3
88,26,8,4
89,26,8,5
90,26,8,6
91,26,8,7
92,26,8,8
93,26,8,9
94,26,8,10
95,26,8,11
96,26,9,12
97,26,9,1
98,26,9,2
99,26,9,3
100,26,9,4
101,26,9,5
102,26,9,6
103,26,9,7
104,26,9,8
105,26,9,9
106,26,9,10
107,26,9,11
108,26,10,12
109,26,10,1
110,26,10,2
111,26,10,3
112,26,10,4
113,26,10,5
114,26,10,6
115,26,10,7
116,26,10,8
117,26,10,9
118,26,10,10
119,26,10,11
120,26,11,12
121,26,11,1
122,26,11,2
123,26,11,3
124,26,11,4
125,26,11,5
126,26,11,6
127,26,11,7
128,26,11,8
129,26,11,9
130,26,11,10
131,26,11,11
132,26,12,12
133,26,12,1
134,26,12,2
135,26,12,3
136,26,12,4
137,26,12,5
138,26,12,6
139,26,12,7
140,26,12,8
141,26,12,9
142,26,12,10
143,26,12,11
144,26,13,12
145,26,13,1
146,26,13,2
147,26,13,3
148,26,13,4
149,26,13,5
150,26,13,6
151,26,13,7
152,26,13,8
153,26,13,9
154,26,13,10
155,26,13,11
156,26,14,12
157,26,14,1
158,26,14,2
159,26,14,3
160,26,14,4
161,26,14,5
162,26,14,6
163,26,14,7
164,26,14,8
165,26,14,9
166,26,14,10
167,26,14,11
168,26,15,12
169,26,15,1
170,26,15,2
171,26,15,3
172,26,15,4
173,26,15,5
174,26,15,6
175,26,15,7
176,26,15,8
177,26,15,9
178,26,15,10
179,26,15,11
180,26,16,12
181,26,16,1
182,26,16,2
183,26,16,3
184,26,16,4
185,26,16,5
186,26,16,6
187,26,16,7
188,26,16,8
189,26,16,9
190,26,16,10
191,26,16,11
192,26,17,12
193,26,17,1
194,26,17,2
195,26,17,3
196,26,17,4
197,26,17,5
198,26,17,6
199,26,17,7
200,26,17,8
201,26,17,9
202,26,17,10
203,26,17,11
204,26,18,12
205,26,18,1
206,26,18,2
207,26,18,3
208,26,18,4
209,26,18,5
210,26,18,6
211,26,18,7
212,26,18,8
213,26,18,9
214,26,18,10
215,26,18,11
216,26,19,12
217,26,19,1
218,26,19,2
219,26,19,3
220,26,19,4
221,26,19,5
222,26,19,6
223,26,19,7
224,26,19,8
225,26,19,9
226,26,19,10
227,26,19,11
228,26,20,12
229,26,20,1
230,26,20,2
231,26,20,3
232,26,20,4
233,26,20,5
234,26,20,6
235,26,20,7
236,26,20,8
237,26,20,9
238,26,20,10
239,26,20,11
240,26,21,12
241,26,21,1
242,26,21,2
243,26,21,3
244,26,21,4
245,26,21,5
246,26,21,6
247,26,21,7
248,26,21,8
249,26,21,9
250,26,21,10
251,26,21,11
252,26,22,12
253,26,22,1
254,26,22,2
255,26,22,3
256,26,22,4
257,26,22,5
258,26,22,6
259,26,22,7
260,26,22,8
261,26,22,9
262,26,22,10
263,26,22,11
264,26,23,12
265,26,23,1
266,26,23,2
267,26,23,3
268,26,23,4
269,26,23,5
270,26,23,6
271,26,23,7
272,26,23,8
273,26,23,9
274,26,23,10
275,26,23,11
276,26,24,12
277,26,24,1
278,26,24,2
279,26,24,3
280,26,24,4
281,26,24,5
282,26,24,6
283,26,24,7
284,26,24,8
285,26,24,9
286,26,24,10
287,26,24,11
288,26,25,12
289,26,25,1
290,26,25,2
291,26,25,3
292,26,25,4
293,26,25,5
294,26,25,6
295,26,25,7
296,26,25,8
297,26,25,9
298,26,25,10
299,26,25,11
300,26,26,12
301,26,26,1
302,26,26,2
303,26,26,3
304,26,26,4
305,26,26,5
306,26,26,6
307,26,26,7
308,26,26,8
309,26,26,9
310,26,26,10
311,26,26,11
312,26,27,12
313,26,27,1
314,26,27,2
315,26,27,3
316,26,27,4
317,26,27,5
318,26,27,6
319,26,27,7
320,26,27,8
321,26,27,9
322,26,27,10
323,26,27,11
324,26,28,12
325,26,28,1
326,26,28,2
327,26,28,3
328,26,28,4
329,26,28,5
330,26,28,6
331,26,28,7
332,26,28,8
333,26,28,9
334,26,28,10
335,26,28,11
336,26,29,12
337,26,29,1
338,26,29,2
339,26,29,3
340,26,29,4
341,26,29,5
342,26,29,6
343,26,29,7
344,26,29,8
345,26,29,9
346,26,29,10
347,26,29,11
348,26,30,12
349,26,30,1
350,26,30,2
351,26,30,3
352,26,30,4
353,26,30,5
354,26,30,6
355,26,30,7
356,26,30,8
357,26,30,9
358,26,30,10
359,26,30,11
360,26,31,12
361,26,31,1
362,26,31,2
363,26,31,3
364,26,31,4
365,26,31,5
366,26,31,6
367,26,31,7
368,26,31,8
369,26,31,9
370,26,31,10
371,26,31,11
372,26,32,12
373,26,32,1
374,26,32,2
375,26,32,3
376,26,32,4
377,26,32,5
378,26,32,6
379,26,32,7
380,26,32,8
381,26,32,9
382,26,32,10
383,26,32,11
384,26,33,12
385,26,33,1
386,26,33,2
387,26,33,3
388,26,33,4
389,26,33,5
390,26,33,6
391,26,33,7
392,26,33,8
393,26,33,9
394,26,33,10
395,26,33,11
396,26,34,12
397,26,34,1
398,26,34,2
399,26,34,3
400,26,34,4
401,26,34,5
402,26,34,6
403,26,34,7
404,26,34,8
405,26,34,9
406,26,34,10
407,26,34,11
408,26,35,12
409,26,35,1
410,26,35,2
411,26,35,3
412,26,35,4
413,26,35,5
414,26,35,6
415,26,35,7
416,26,35,8
417,26,35,9
418,26,35,10
419,26,35,11
420,26,36,12
421,26,36,1
422,26,36,2
423,26,36,3
424,26,36,4
425,26,36,5
426,26,36,6
427,26,36,7
428,26,36,8
429,26,36,9
430,26,36,10
431,26,36,11
432,26,37,12
433,26,37,1
434,26,37,2
435,26,37,3
436,26,37,4
437,26,37,5
438,26,37,6
439,26,37,7
440,26,37,8
441,26,37,9
442,26,37,10
443,26,37,11
444,26,38,12
445,26,38,1
446,26,38,2
447,26,38,3
448,26,38,4
449,26,38,5
450,26,38,6
451,26,38,7
452,26,38,8
453,26,38,9
454,26,38,10
455,26,38,11
456,26,39,12
457,26,39,1
458,26,39,2
459,26,39,3
460,26,39,4
461,26,39,5
